no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_asset_value
1,1,1,3100000,6300000,20,867,0,18600000
0,1,0,4100000,14500000,12,441,1,29800000
2,1,1,9800000,32700000,2,304,0,56800000
5,1,0,3300000,8400000,18,520,1,21800000
0,0,0,2000000,6200000,14,613,0,8600000
2,1,1,600000,1100000,8,885,0,2200000
4,1,1,3600000,9500000,2,841,0,24900000
2,1,0,7500000,29100000,20,815,0,56300000
5,0,1,200000,400000,18,822,0,1400000
4,1,0,9900000,29100000,18,772,0,82000000
5,0,1,6100000,22500000,6,776,0,46100000
4,1,1,3500000,10300000,10,337,1,29600000
0,1,1,7800000,19000000,12,333,1,70500000
3,1,1,8700000,29300000,4,312,0,46700000
3,0,1,1800000,5100000,8,790,0,5800000
2,0,0,8000000,31900000,16,806,0,50300000
5,1,1,7500000,17000000,8,300,1,41700000
5,0,1,3700000,12000000,12,605,0,23000000
2,0,1,1600000,4700000,12,582,0,9000000
5,0,0,1300000,2700000,6,607,0,8600000
5,0,1,2400000,8200000,10,709,0,17400000
4,0,1,4100000,11600000,14,854,0,25800000
2,1,1,7300000,15200000,20,776,0,54800000
1,0,1,8000000,24600000,12,649,0,43400000
3,1,0,7900000,28000000,4,394,0,58100000
4,1,0,7200000,18900000,16,371,1,44500000
3,1,0,6200000,13200000,14,707,0,53400000
2,1,1,5700000,18100000,20,491,1,28500000
0,0,1,5800000,14100000,16,570,0,32500000
1,1,0,900000,3500000,18,395,1,7600000
0,1,1,2200000,7500000,10,497,1,11900000
3,1,1,1800000,5300000,14,440,1,6800000
0,1,1,800000,2400000,16,825,0,4900000
2,0,1,7600000,18100000,14,320,1,53900000
2,0,1,4100000,13500000,4,846,0,30500000
3,0,1,4600000,10900000,12,856,0,31300000
3,0,0,2300000,6800000,10,418,1,13200000
0,1,1,8000000,21100000,6,306,1,64800000
2,1,1,3800000,14500000,16,567,0,18500000
2,1,1,9500000,36800000,6,493,1,76200000
2,0,0,9300000,21200000,2,509,1,47800000
4,0,0,4700000,17000000,4,364,0,32500000
5,1,0,6000000,24000000,20,639,0,29300000
2,0,1,5500000,21700000,2,309,0,42000000
0,1,1,4600000,14800000,6,433,1,34500000
5,1,0,9900000,33600000,20,580,0,69900000
4,1,1,400000,1100000,6,644,0,3300000
1,1,1,7800000,22200000,10,763,0,44500000
0,0,1,2900000,10800000,20,694,0,19300000
3,1,0,500000,1200000,6,757,0,3200000
0,1,0,2500000,6900000,12,471,1,17800000
5,1,0,9000000,35200000,2,437,0,64900000
4,1,1,5200000,11400000,10,406,1,34100000
5,1,0,6000000,19700000,20,376,1,48000000
1,0,0,5100000,13800000,14,350,1,24600000
5,1,1,8000000,22500000,20,784,0,51700000
4,0,1,9200000,25400000,14,765,0,58500000
4,1,0,9800000,32200000,18,593,0,58200000
3,0,1,7600000,30000000,10,344,1,71400000
1,0,0,5100000,11800000,12,314,1,39600000
4,0,1,1500000,3300000,16,382,1,6900000
2,1,1,6200000,16500000,4,510,1,43300000
2,0,1,6300000,24600000,8,464,1,29800000
1,0,1,5500000,14900000,2,403,1,40100000
3,1,0,8100000,30400000,12,606,0,45500000
1,0,0,6300000,22000000,20,646,0,36400000
1,0,0,1100000,3600000,20,495,1,6300000
3,1,1,7200000,21600000,2,626,0,42800000
1,1,1,3000000,6000000,16,518,1,21000000
5,0,0,2700000,7600000,8,746,0,13700000
0,1,0,5000000,16300000,12,737,0,22200000
0,1,0,8400000,22300000,14,371,1,43400000
1,0,0,7700000,27300000,8,509,1,43300000
1,0,0,4700000,14000000,2,411,1,24000000
2,1,0,4300000,11800000,20,701,0,33700000
5,1,0,2500000,8800000,10,769,0,16200000
5,1,1,4400000,12500000,6,740,0,25800000
5,1,0,5700000,11600000,4,892,0,43500000
2,1,0,5300000,13100000,14,417,1,36100000
5,0,0,4600000,14400000,6,785,0,33700000
3,1,0,400000,1100000,16,504,1,1800000
0,1,0,2100000,5900000,14,402,1,10200000
2,0,1,1200000,3500000,16,540,1,9200000
2,0,1,8000000,28400000,10,607,0,55800000
1,0,1,5000000,19400000,10,410,1,34000000
0,1,0,8500000,17200000,12,624,0,38600000
4,0,0,4600000,16600000,16,805,0,27100000
2,0,0,4600000,16100000,18,709,0,35300000
2,1,1,8500000,30900000,14,511,1,55100000
1,0,1,7800000,25100000,18,766,0,40900000
3,1,1,1400000,3800000,16,451,1,10000000
1,1,1,3700000,10200000,4,447,1,20000000
3,1,1,1000000,2500000,18,763,0,5000000
5,1,0,900000,3100000,20,834,0,5300000
2,0,0,5600000,19500000,8,429,1,36600000
4,1,0,3200000,10600000,16,693,0,24900000
1,0,0,2900000,11100000,20,478,1,18600000
2,0,1,300000,800000,10,752,0,2300000
0,0,1,2400000,5900000,14,319,1,19000000
3,0,0,5000000,17600000,8,303,1,35600000
3,1,1,5000000,16700000,20,420,1,31700000
2,1,1,200000,600000,8,552,0,1500000
3,1,1,6000000,16000000,12,606,0,41300000
2,1,0,5600000,13700000,2,558,0,35600000
1,1,0,4500000,12400000,6,504,1,30500000
4,1,1,6200000,18300000,4,900,0,42000000
4,1,1,9800000,23800000,8,634,0,65800000
5,0,1,3900000,9000000,8,340,1,25900000
3,1,1,8300000,20900000,4,615,0,33200000
2,0,1,4900000,12200000,18,353,1,25200000
4,0,1,6900000,16300000,8,606,0,34000000
2,1,0,4500000,14500000,18,498,1,26400000
4,1,0,7500000,21900000,2,585,0,54600000
1,1,1,2300000,6400000,8,578,0,15400000
1,0,0,7400000,15500000,2,693,0,46900000
4,0,0,4800000,14300000,6,795,0,19600000
1,0,0,2600000,9900000,6,594,0,16400000
3,1,1,2700000,10600000,8,840,0,14400000
3,1,0,3700000,10900000,16,301,1,23100000
4,0,1,2600000,9400000,18,481,1,18100000
5,1,1,8800000,23100000,16,531,1,53500000
2,1,0,7500000,15400000,8,332,1,40500000
0,0,0,4700000,18500000,4,516,0,25900000
2,1,0,7100000,26600000,6,727,0,55300000
3,1,1,5500000,19300000,10,344,1,34700000
2,0,0,9500000,31500000,12,650,0,67800000
3,0,1,4200000,15400000,8,362,1,36300000
5,0,1,6900000,18600000,18,307,1,37800000
5,0,0,9900000,24600000,2,530,1,70400000
5,0,0,6700000,17700000,6,482,1,37800000
0,1,1,9300000,22200000,14,701,0,52300000
2,0,0,5600000,17200000,16,586,0,34400000
0,0,1,8100000,17600000,16,384,1,70400000
4,1,0,6000000,18000000,18,882,0,28900000
5,1,1,4200000,11200000,2,758,0,25200000
5,0,0,1600000,4000000,18,529,1,8800000
3,0,1,800000,1500000,2,589,0,4800000
1,0,0,500000,1300000,6,670,0,3600000
5,1,1,4300000,14100000,12,532,1,34900000
0,1,0,4000000,12500000,18,868,0,28500000
2,1,0,2900000,7300000,2,776,0,23200000
5,0,1,2300000,9100000,16,644,0,16300000
0,0,1,1800000,6000000,12,658,0,12100000
1,0,1,8700000,33900000,10,766,0,45500000
3,1,0,7800000,21100000,12,717,0,38000000
2,0,0,3200000,6300000,10,339,1,15200000
0,1,0,1600000,4500000,18,463,1,8000000
4,1,0,2400000,7300000,4,540,0,12800000
1,0,0,1800000,5900000,16,804,0,9300000
1,0,0,7500000,16000000,10,541,1,48300000
4,1,1,6700000,18400000,10,371,1,23400000
5,0,0,5800000,13700000,6,369,1,28300000
0,1,0,500000,1800000,2,651,0,2600000
0,0,1,9400000,30700000,10,477,1,52000000
4,1,0,1600000,6200000,18,554,0,10600000
0,0,1,9300000,25000000,14,362,1,74300000
5,0,0,3700000,14000000,2,469,0,15200000
3,1,0,900000,1900000,12,547,1,6200000
4,1,0,500000,1300000,6,809,0,1900000
1,0,1,7800000,16200000,2,335,1,47900000
5,1,1,5300000,13700000,18,708,0,33600000
0,0,0,300000,700000,16,779,0,1600000
0,0,1,5000000,19900000,6,748,0,31100000
0,0,0,7900000,28600000,18,541,1,33300000
4,0,0,5300000,15800000,2,527,1,32600000
0,1,1,5500000,15300000,4,859,0,38400000
0,0,0,1500000,5600000,18,604,0,10600000
5,0,0,6600000,20100000,18,348,1,39100000
4,0,1,6200000,16200000,20,734,0,31800000
3,0,0,6300000,17000000,16,388,1,33100000
0,0,1,3800000,8100000,20,831,0,17900000
2,0,1,5000000,15900000,16,699,0,40000000
0,1,0,4500000,17100000,8,303,1,37200000
4,1,0,1000000,3800000,2,611,0,6600000
2,0,0,1700000,3700000,20,558,0,13000000
4,0,1,1200000,4800000,2,752,0,7300000
5,1,1,8500000,25800000,14,786,0,68600000
0,0,0,8600000,29000000,18,481,1,56900000
2,0,0,400000,1300000,16,507,1,2200000
4,0,0,8700000,19800000,14,715,0,67400000
0,1,0,1800000,5700000,20,392,1,11100000
0,0,1,4700000,17700000,16,887,0,26100000
0,1,0,7300000,21600000,2,479,1,53600000
2,0,0,8400000,32100000,20,328,1,48400000
2,0,1,4800000,12900000,8,740,0,24900000
2,0,0,9200000,34200000,2,456,0,55000000
1,1,0,6200000,21100000,10,467,1,54900000
0,1,1,2500000,6700000,16,569,0,15400000
3,1,1,8000000,24400000,14,399,1,56700000
1,1,0,4600000,15200000,4,593,0,33200000
3,1,1,4900000,12700000,8,409,1,28500000
4,1,0,9500000,21300000,18,353,1,57700000
5,0,1,4500000,11600000,20,306,1,24300000
2,0,1,5900000,14200000,12,499,1,45400000
4,0,0,4200000,14600000,6,324,1,26900000
2,1,1,3300000,11300000,6,647,0,28300000
2,0,1,4900000,12600000,2,767,0,25300000
4,1,0,5300000,10700000,12,821,0,45800000
4,1,0,7200000,17700000,6,338,1,54200000
0,0,0,8400000,24300000,4,785,0,57100000
3,0,0,3800000,11800000,4,694,0,13900000
0,1,0,9900000,22300000,20,613,0,65800000
4,0,1,2900000,8300000,10,318,1,25800000
3,1,1,6000000,18700000,18,783,0,40400000
2,1,0,1700000,5300000,20,761,0,7900000
4,0,1,5300000,12000000,10,329,1,48000000
5,1,1,7500000,15000000,14,661,0,52200000
4,1,0,400000,900000,18,339,1,1900000
1,0,1,8300000,17700000,10,673,0,61900000
3,0,0,4500000,16900000,18,748,0,37400000
3,0,0,4600000,10000000,4,702,0,28900000
4,1,0,4700000,10300000,12,710,0,38700000
0,0,1,900000,3500000,6,331,1,8400000
1,1,0,2400000,7600000,12,372,1,18100000
0,1,1,3900000,9600000,10,783,0,26800000
0,0,0,8300000,31400000,18,558,0,48400000
4,0,1,4700000,13000000,6,552,0,28200000
4,1,0,3900000,10600000,20,544,1,23000000
2,1,0,400000,1000000,6,425,1,2100000
2,1,1,1700000,5100000,18,321,1,11400000
2,0,1,6100000,15500000,8,758,0,33400000
5,0,1,7300000,19600000,10,373,1,45200000
3,1,1,300000,500000,6,876,0,1800000
2,1,0,4300000,14500000,10,594,0,31400000
3,1,0,7000000,18400000,18,837,0,31800000
0,1,1,4900000,16500000,4,600,0,31800000
4,0,0,6200000,12400000,20,547,1,50200000
1,1,0,4100000,15800000,12,431,1,37900000
0,1,1,7300000,22600000,12,851,0,36800000
4,1,1,9200000,28100000,12,760,0,68100000
0,1,0,800000,2400000,2,716,0,5400000
4,1,0,2900000,11200000,10,744,0,19500000
3,1,0,8100000,21600000,4,740,0,52900000
0,0,0,9300000,20300000,14,759,0,76000000
4,0,1,9200000,29400000,14,517,1,48500000
3,1,1,3100000,6300000,18,895,0,20400000
3,1,1,7000000,15400000,20,315,1,49800000
4,1,0,3900000,8800000,14,527,1,27500000
3,0,0,5500000,19800000,14,853,0,28900000
0,0,0,6600000,13700000,20,747,0,35900000
2,1,0,9900000,31600000,16,892,0,65800000
4,0,1,6600000,20500000,8,856,0,48700000
3,0,0,8600000,23600000,4,324,1,50400000
5,0,0,7900000,28600000,12,812,0,68200000
5,0,1,6800000,22600000,2,804,0,44100000
4,0,0,700000,1800000,8,874,0,4200000
2,1,1,3800000,10000000,12,516,1,25900000
5,0,1,6900000,18300000,4,402,1,55000000
1,0,1,3700000,12400000,12,330,1,17600000
1,0,0,7900000,24000000,12,867,0,70600000
4,0,1,8800000,34200000,16,844,0,61100000
5,1,1,3300000,7800000,8,310,1,19400000
4,1,0,5800000,14200000,20,535,1,38700000
1,0,1,7400000,29500000,16,323,1,51900000
1,0,0,8200000,25600000,4,686,0,29600000
0,1,1,3300000,9600000,8,465,1,18500000
4,0,1,5300000,10700000,12,547,1,28500000
1,1,0,5700000,19100000,12,649,0,40500000
2,1,0,9000000,31000000,14,670,0,70700000
3,0,0,5900000,14400000,10,408,1,34200000
2,1,0,5400000,11900000,6,303,1,46500000
0,0,0,9800000,34800000,14,497,1,38600000
4,0,1,9800000,34100000,14,740,0,55600000
4,1,1,3800000,8200000,4,309,1,28300000
0,1,0,9500000,24400000,14,769,0,61800000
3,0,1,2500000,7100000,6,420,1,18800000
1,0,0,1900000,6000000,20,540,1,8100000
5,0,1,4400000,10600000,20,806,0,26600000
4,0,1,1400000,2900000,6,723,0,10100000
5,1,1,3200000,11800000,16,565,0,21800000
1,0,1,3100000,9200000,16,374,1,16500000
4,0,0,4500000,9900000,10,509,1,29100000
3,1,1,9300000,23500000,16,728,0,50500000
2,0,0,6900000,18200000,20,396,1,48200000
0,1,1,3900000,8600000,2,667,0,26400000
5,1,0,3200000,7400000,12,583,0,29100000
1,1,1,5600000,21100000,10,459,1,33100000
4,1,1,3700000,11900000,18,635,0,28400000
3,1,0,8400000,27200000,12,604,0,58600000
0,1,1,4200000,8900000,14,796,0,22700000
4,0,0,3800000,8500000,10,416,1,30000000
3,0,0,3200000,8200000,8,311,1,22800000
1,0,0,9700000,33900000,10,833,0,75700000
1,1,1,4300000,9400000,6,543,1,31600000
5,0,1,8100000,20300000,18,751,0,48600000
5,1,1,9400000,23200000,14,885,0,57700000
4,1,1,8100000,19400000,6,346,1,50900000
4,0,0,6500000,14500000,4,588,0,49000000
2,0,0,9400000,23100000,4,488,1,63100000
1,1,1,2600000,6600000,20,765,0,8800000
3,1,1,8000000,25600000,6,337,1,38000000
1,0,0,4700000,9300000,8,515,1,26000000
2,0,1,7600000,22300000,12,555,0,40700000
1,0,1,6800000,27200000,2,702,0,40400000
2,1,1,6600000,17000000,2,457,1,31900000
2,0,0,8200000,27200000,10,425,1,50100000
1,0,1,4400000,12300000,6,583,0,34100000
1,1,0,8300000,29200000,6,877,0,64600000
0,0,0,9200000,36500000,14,522,1,51400000
5,1,1,2700000,8700000,20,687,0,14100000
0,0,0,6100000,23600000,20,856,0,32600000
4,1,1,9100000,33000000,8,543,1,60800000
5,1,1,7600000,15400000,14,576,0,34300000
2,1,0,7200000,17000000,10,856,0,52600000
0,0,1,2600000,8200000,8,722,0,18000000
4,0,1,6500000,20200000,12,653,0,50200000
5,0,0,8900000,35500000,16,480,1,58600000
2,0,1,5400000,14300000,14,477,1,27500000
0,0,0,300000,500000,2,885,0,1500000
0,1,0,8400000,19600000,18,530,1,57100000
3,0,0,8300000,17200000,8,870,0,41800000
4,1,0,1700000,5600000,8,395,1,9400000
2,1,0,1500000,4200000,16,771,0,10100000
1,1,1,200000,500000,2,579,0,1200000
1,0,1,1000000,3700000,14,798,0,7400000
3,1,1,8800000,25100000,8,473,1,54600000
0,0,1,1000000,3200000,8,304,1,5500000
0,1,1,8600000,23000000,14,678,0,70100000
5,0,1,2400000,8900000,2,745,0,15000000
1,0,0,2400000,8900000,8,835,0,10200000
5,1,1,6000000,12100000,20,848,0,40300000
5,1,0,7600000,16300000,18,872,0,32700000
3,1,0,8000000,20100000,10,608,0,56600000
0,0,1,5400000,19500000,16,758,0,29600000
0,1,1,1400000,3700000,4,841,0,9600000
0,1,1,800000,2600000,2,618,0,4000000
4,0,1,300000,1100000,4,457,0,2300000
0,0,0,4100000,14400000,4,844,0,22800000
2,1,0,1500000,3800000,4,776,0,9500000
1,1,0,4600000,13900000,8,520,1,31700000
1,0,1,3300000,7500000,12,648,0,18400000
4,1,1,7900000,31400000,10,654,0,62100000
0,1,0,8100000,26500000,20,342,1,40900000
5,1,0,900000,2800000,16,808,0,6900000
1,0,1,4900000,15200000,10,429,1,30700000
3,0,1,6100000,18100000,14,538,1,39700000
3,1,0,4500000,16400000,6,533,1,23500000
2,0,1,2900000,7300000,8,394,1,22000000
1,1,0,7900000,29300000,2,771,0,54800000
5,0,1,4100000,10100000,4,792,0,24000000
5,1,1,7700000,15500000,8,407,1,46500000
0,1,0,5600000,19300000,18,544,1,35500000
5,0,0,9000000,18000000,18,509,1,55900000
4,1,1,6400000,18400000,16,320,1,43500000
4,0,0,6900000,14700000,2,496,1,38500000
3,1,0,9100000,27400000,18,652,0,54300000
2,0,1,1100000,3700000,2,806,0,6900000
4,1,0,1700000,4500000,12,821,0,11500000
5,0,1,9200000,28800000,20,618,0,69600000
2,1,1,8300000,20600000,12,729,0,71200000
5,1,1,5000000,10600000,6,839,0,44500000
3,0,0,2200000,6400000,2,318,1,9300000
2,0,0,4500000,9600000,16,404,1,27500000
5,1,1,4100000,9000000,6,581,0,22800000
1,1,0,2800000,6800000,18,596,0,17100000
1,1,0,6600000,20700000,4,415,0,46300000
3,1,1,3200000,7200000,6,728,0,19400000
0,1,0,6300000,13300000,2,666,0,31900000
2,0,0,4700000,17700000,14,675,0,32600000
0,0,0,4100000,15400000,16,304,1,27500000
5,0,1,7100000,15500000,4,474,1,48400000
4,0,1,4900000,10200000,18,370,1,33400000
4,0,0,5600000,20300000,20,596,0,36600000
4,0,0,3400000,8300000,2,567,0,20500000
3,1,0,4500000,16100000,16,671,0,32300000
2,0,0,300000,800000,18,819,0,1900000
5,1,1,7600000,23000000,10,829,0,35300000
5,0,0,500000,1200000,12,454,1,3200000
0,0,1,5900000,15200000,16,399,1,37100000
0,0,0,7100000,20700000,10,784,0,57400000
2,1,1,8500000,26900000,6,538,1,63800000
0,0,1,6400000,16900000,16,759,0,41600000
2,0,0,7100000,21400000,12,699,0,52200000
5,1,0,1800000,5400000,14,347,1,11700000
3,1,1,6600000,25200000,20,598,0,46000000
4,0,1,8800000,27100000,2,406,0,54400000
2,1,0,4800000,15800000,20,860,0,23500000
5,0,1,4400000,16500000,10,806,0,21900000
0,1,0,2000000,6900000,2,448,0,15200000
2,0,0,6800000,22600000,20,393,1,32800000
5,1,1,6600000,16000000,12,811,0,37800000
2,0,0,3300000,7900000,20,829,0,22700000
3,1,0,7400000,23400000,16,700,0,51900000
0,1,1,4500000,12400000,18,719,0,22800000
1,1,1,9500000,30500000,12,430,1,54700000
1,0,0,800000,3000000,4,338,0,4900000
2,0,0,4000000,13000000,4,695,0,33000000
2,1,0,7000000,25700000,18,374,1,36500000
3,0,0,3500000,8500000,18,609,0,22500000
3,0,1,9700000,36000000,6,631,0,45000000
0,1,0,3400000,10800000,6,439,1,20200000
1,0,1,4600000,13500000,20,837,0,27700000
4,0,0,3800000,10400000,10,833,0,28300000
4,1,1,4200000,9600000,20,863,0,20800000
2,0,0,2500000,8700000,4,684,0,12900000
0,1,1,7000000,24600000,6,542,1,38200000
1,1,0,5300000,11500000,8,753,0,31600000
0,1,0,6400000,14200000,2,512,1,37400000
3,1,0,3400000,8100000,12,385,1,24800000
4,1,0,6700000,18800000,2,749,0,52000000
1,1,1,4600000,10100000,4,618,0,19500000
4,0,1,900000,2500000,4,583,0,5000000
0,0,0,5100000,19900000,18,655,0,28600000
0,1,1,7000000,20900000,20,380,1,49900000
3,0,1,4100000,14700000,6,679,0,26400000
2,0,0,4600000,14800000,6,410,1,41600000
2,0,1,3600000,11500000,8,590,0,20700000
5,0,0,5900000,13800000,14,397,1,36400000
2,0,0,600000,2100000,16,425,1,4000000
0,0,0,4900000,16400000,2,383,0,27600000
5,0,1,6400000,23900000,6,406,1,56800000
2,0,0,7000000,19800000,10,563,0,44100000
3,0,1,6700000,13400000,14,782,0,44300000
1,1,1,800000,2200000,4,852,0,4300000
5,1,0,7600000,27800000,2,753,0,55500000
5,0,1,3200000,7600000,4,489,1,20400000
2,1,1,4900000,13800000,2,586,0,28200000
3,1,0,7200000,20800000,16,560,0,37500000
3,0,0,5600000,20600000,6,487,1,40400000
4,0,1,7300000,18300000,8,434,1,46400000
4,1,0,3300000,7000000,20,504,1,21200000
2,0,1,9200000,25300000,4,827,0,72100000
3,1,1,8100000,23300000,20,657,0,52900000
5,0,0,6600000,21400000,10,447,1,50400000
0,0,1,4200000,13600000,4,834,0,27200000
2,0,0,5800000,21700000,8,354,1,33800000
2,0,1,5600000,21000000,18,883,0,38300000
0,1,1,3600000,9900000,12,641,0,24500000
1,0,1,7700000,16900000,6,621,0,68100000
0,0,1,7800000,23300000,10,587,0,59000000
3,1,0,5700000,15400000,16,424,1,29700000
5,0,0,6300000,20500000,14,515,1,35300000
5,1,1,2300000,4700000,18,592,0,14500000
4,0,1,9600000,19900000,6,319,1,54400000
1,1,1,1000000,3900000,16,360,1,5500000
5,0,1,7200000,27100000,12,535,1,54100000
2,1,1,3800000,11400000,16,666,0,23200000
4,1,1,9300000,24600000,16,419,1,49900000
2,1,1,7200000,21900000,12,640,0,29800000
0,0,0,7600000,19700000,12,545,1,46300000
4,0,0,4500000,15300000,10,843,0,33100000
1,1,1,9900000,30900000,20,559,0,68900000
0,1,1,700000,2000000,18,650,0,5000000
0,0,0,3500000,12300000,16,479,1,28300000
1,0,1,300000,1000000,14,324,1,1400000
5,1,1,5400000,16700000,2,354,0,30100000
4,1,1,2800000,8400000,10,521,1,15500000
5,1,1,4900000,15900000,8,505,1,38300000
4,1,0,600000,1700000,12,436,1,2800000
0,0,0,3000000,8100000,6,683,0,21500000
0,0,0,1800000,5800000,18,348,1,11300000
4,0,1,5100000,15700000,6,867,0,42300000
5,0,0,1400000,4100000,14,880,0,10400000
2,0,1,6700000,25500000,10,673,0,49800000
3,1,0,4300000,12600000,18,482,1,29500000
3,0,1,7800000,19600000,4,767,0,56800000
3,1,0,5400000,15800000,18,760,0,38600000
0,1,0,500000,1900000,2,857,0,3700000
1,0,0,8600000,26700000,10,735,0,52800000
3,0,0,2500000,9300000,4,810,0,19100000
4,1,0,3000000,7200000,2,680,0,15600000
5,1,1,7000000,26900000,4,889,0,35400000
1,1,1,400000,1500000,16,688,0,2100000
5,1,0,5200000,13700000,16,531,1,31900000
3,0,0,3300000,11100000,2,660,0,27000000
1,1,1,2400000,8800000,18,414,1,15400000
4,0,1,5800000,15800000,14,528,1,36500000
4,1,1,9400000,20000000,12,817,0,47600000
2,1,0,6100000,15300000,2,799,0,35700000
1,0,1,7500000,21400000,20,655,0,59500000
2,1,0,4100000,16200000,6,546,1,25400000
3,1,0,8500000,30800000,14,745,0,45800000
0,0,0,4300000,16900000,8,884,0,27600000
5,1,0,9300000,22000000,4,822,0,67200000
4,1,0,6000000,18700000,2,623,0,33100000
1,1,1,5300000,18900000,16,361,1,22700000
5,1,1,7400000,16200000,2,778,0,48300000
1,1,1,1100000,3800000,8,779,0,8000000
1,0,1,6600000,20700000,4,594,0,40300000
3,0,0,8200000,28300000,2,530,0,57800000
3,1,0,3300000,9300000,12,324,1,17400000
4,0,1,2500000,9000000,10,394,1,19000000
3,0,1,3300000,10400000,12,816,0,30100000
5,1,0,1000000,2300000,16,423,1,6700000
5,0,1,6200000,12800000,2,539,1,42500000
1,0,0,7000000,21000000,20,554,0,43700000
2,0,1,7000000,19000000,6,523,1,49900000
1,1,1,5300000,12000000,10,852,0,34700000
0,1,1,1800000,3700000,2,505,1,12200000
0,0,1,2300000,7900000,10,430,1,19400000
2,0,0,4000000,9200000,16,784,0,21700000
1,1,0,8900000,24000000,6,380,1,59100000
3,0,0,8000000,18600000,20,565,0,42100000
4,0,1,7900000,26900000,14,446,1,49900000
5,0,1,6700000,20200000,8,406,1,34200000
4,1,0,2400000,6000000,6,712,0,16200000
4,1,0,8600000,22600000,14,729,0,48900000
1,1,1,5300000,14600000,20,508,1,35600000
0,0,0,7400000,24900000,20,648,0,44500000
0,1,1,8700000,18700000,10,346,1,41900000
5,0,0,8200000,18500000,4,394,1,53800000
0,1,1,3700000,9700000,12,501,1,23000000
5,1,1,9200000,36300000,2,655,0,45100000
4,1,0,6100000,20900000,4,662,0,44600000
2,0,1,8800000,30800000,20,820,0,44100000
5,1,0,9200000,18900000,10,521,1,53100000
3,0,0,7200000,27900000,12,473,1,66400000
1,0,0,600000,1200000,10,561,0,3200000
5,0,0,8000000,23100000,20,461,1,44800000
4,0,1,6900000,13800000,16,715,0,37300000
0,1,1,4300000,15600000,18,440,1,22200000
3,1,1,8500000,24900000,18,749,0,52600000
4,1,0,8600000,17400000,2,787,0,51300000
3,0,0,6300000,13900000,18,748,0,56800000
3,1,1,5800000,13600000,12,321,1,30700000
3,0,1,1000000,2300000,10,303,1,4900000
0,1,1,1700000,5400000,8,682,0,9400000
2,1,0,3200000,8600000,18,638,0,18000000
0,0,1,7500000,16600000,14,440,1,66100000
1,1,1,2000000,6600000,10,873,0,10300000
3,1,0,9100000,19700000,20,437,1,56600000
4,0,1,8400000,19700000,8,796,0,55000000
4,0,0,7100000,27200000,16,824,0,36700000
2,1,0,200000,800000,6,338,1,600000
0,1,1,5000000,14900000,12,575,0,33200000
0,1,1,4500000,16900000,8,773,0,33100000
2,1,1,5100000,19700000,2,733,0,23600000
3,0,1,4100000,10600000,14,475,1,28100000
1,1,0,7200000,15000000,10,677,0,43100000
3,1,0,7800000,17700000,6,403,1,51000000
3,0,1,7500000,25300000,12,767,0,53000000
3,0,1,6400000,21000000,2,813,0,39700000
4,0,0,7000000,25700000,20,597,0,71000000
4,1,1,9000000,31100000,8,896,0,48000000
2,1,1,4400000,13900000,6,810,0,37600000
2,1,0,900000,2000000,14,337,1,4400000
1,0,0,9800000,26900000,18,792,0,67100000
4,1,0,600000,1600000,6,784,0,2800000
5,0,1,9700000,30100000,12,434,1,65400000
2,0,1,8400000,32600000,10,384,1,44100000
1,0,0,8300000,24900000,10,642,0,54300000
4,0,0,7900000,29900000,8,314,1,60700000
1,1,0,8600000,25900000,2,606,0,63500000
5,1,1,6700000,17600000,14,843,0,38000000
0,0,0,2700000,7400000,10,778,0,16000000
0,1,0,6600000,25600000,8,718,0,55500000
1,0,1,7100000,20800000,20,437,1,50400000
5,0,1,300000,700000,10,586,0,1500000
2,0,0,2200000,7000000,6,777,0,14200000
1,0,1,8700000,31700000,12,525,1,54400000
4,0,0,7200000,23100000,12,632,0,36900000
0,1,0,2000000,4800000,20,337,1,10700000
4,0,1,8600000,27900000,8,458,1,69900000
2,0,1,2300000,5400000,8,364,1,14000000
2,1,1,9600000,29800000,16,499,1,74000000
2,0,1,1900000,6500000,16,887,0,9400000
1,0,0,2100000,6300000,16,882,0,16700000
1,1,1,3900000,8700000,8,817,0,16200000
5,1,1,200000,300000,10,704,0,1600000
1,1,1,1900000,4500000,12,742,0,8800000
0,1,1,3200000,11600000,4,393,0,16100000
0,1,0,1100000,4300000,18,828,0,5300000
5,0,1,8000000,21500000,12,779,0,57900000
4,0,1,6100000,21700000,6,860,0,34500000
5,0,0,3200000,10600000,2,432,0,25100000
4,0,1,9000000,30400000,20,532,1,72000000
0,1,1,1200000,3200000,2,678,0,6800000
3,0,0,7900000,27000000,6,601,0,64600000
3,0,1,7700000,23100000,8,807,0,40100000
2,1,0,4400000,16500000,16,879,0,31000000
1,1,0,3100000,11200000,18,665,0,21900000
5,1,1,2600000,9300000,16,697,0,17700000
4,0,0,5500000,21700000,14,867,0,32000000
1,0,0,5700000,15500000,8,544,1,47100000
5,0,0,6100000,20700000,20,482,1,34200000
2,0,0,8200000,22500000,18,857,0,64500000
1,0,0,6000000,21200000,12,549,1,49200000
1,0,1,8000000,30600000,10,720,0,66800000
4,1,0,2000000,4800000,8,302,1,8900000
5,0,1,1300000,2900000,12,669,0,7800000
1,0,0,7000000,27100000,6,591,0,45300000
3,0,0,4100000,15300000,6,440,1,22800000
3,0,0,8000000,26200000,16,890,0,49100000
